,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GGY,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JEY,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_AFR,OWID_ASI,OWID_CYN,OWID_ENG,OWID_EUN,OWID_EUR,OWID_HIC,OWID_KOS,OWID_LIC,OWID_LMC,OWID_NAM,OWID_NIR,OWID_OCE,OWID_SAM,OWID_SCT,OWID_UMC,OWID_WLS,OWID_WRL,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VIR,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
0,35973.781,1803.987,5819.495,0.0,11803.431,0.0,67293.483,18933.907,8787.58,0.0,21490.943,44648.71,45436.686,15847.419,702.225,42658.576,2064.236,0.0,1703.102,3523.984,18563.307,43290.705,27717.847,11713.895,0.0,17167.967,7824.362,50669.315,6885.829,14103.452,16978.068,71809.251,8708.597,15807.374,661.24,44017.591,57410.166,22767.037,15308.712,3601.006,3364.926,808.133,4881.406,0.0,13254.949,1413.89,6222.554,15524.995,0.0,0.0,49903.029,32415.132,32605.906,45229.245,2705.406,9673.367,46682.515,14600.861,13913.839,10581.936,10550.206,1510.459,0.0,34272.36,29481.252,1729.927,40585.721,8702.975,0.0,38605.671,0.0,3299.464,16562.413,39753.244,9745.079,0.0,4227.63,0.0,1998.926,0.0,1561.767,1548.675,22604.873,24574.382,13593.877,0.0,7423.808,0.0,0.0,7435.047,56054.92,4541.795,22669.797,1653.173,26777.561,11188.744,0.0,6426.674,67335.293,19082.62,15663.986,46482.958,33132.32,35220.084,8193.571,0.0,8337.49,39002.223,24055.588,2993.028,3393.474,3645.07,1981.132,24654.385,35938.374,65530.537,6397.36,13367.565,752.788,17881.509,12951.839,0.0,11669.077,2851.153,29524.265,94277.965,25063.846,104861.851,0.0,7485.013,0.0,5189.972,1416.44,15183.616,17336.469,3819.202,13111.214,2014.306,36513.323,5591.597,16409.288,11840.846,0.0,1136.103,3597.633,0.0,0.0,20292.745,1095.042,26808.164,0.0,9541.808,0.0,926.0,5338.454,5321.444,0.0,48472.545,64800.057,2442.804,12895.635,36085.843,37960.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9795.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15469.207,5034.708,22267.037,0.0,12236.706,7599.188,13240.405,3823.194,27216.445,35044.67,0.0,27936.896,8827.01,4449.898,0.0,116935.6,0.0,23313.199,24765.954,1854.211,49045.411,4466.507,2470.58,85535.383,0.0,2205.923,1390.3,7292.458,56861.47,0.0,0.0,14048.881,1569.888,3052.714,13767.119,30155.152,31400.84,46949.283,7738.975,36327.232,26382.287,0.0,0.0,1768.153,1429.813,16277.671,2896.913,0.0,16389.023,6570.102,5425.621,28763.071,10849.297,25129.341,3575.104,0.0,2683.304,1697.707,7894.393,20551.409,54225.446,6253.104,0.0,10727.146,16745.022,0.0,0.0,6171.884,2921.909,0.0,6021.557,1479.147,12294.876,3689.251,1899.775
